"title","url","stars","name","reviewUrl","text"
"Wisata Aer Mata Ibu Arosbaya","https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM","5","MUSAYYIN 17","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pCNVJVRjNSRVZQUTBsa1ZrbFJja1Z3Y1hSNVQxRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOjB5RUF3REVPQ0lkVklRckVwcXR5T1E%7C%7C?hl=id",
"Wisata Aer Mata Ibu Arosbaya","https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM","5","Abdul Muqit","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25OS1FWUTFRek10WTJ4VFR6RTNTVEpGUkRGMVFWRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOnNKQVQ1QzMtY2xTTzE3STJFRDF1QVE%7C%7C?hl=id",
"Wisata Aer Mata Ibu Arosbaya","https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM","1","Mohamad Mohamad","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20xSFRra3hWVlpIWVd4RmVVMXdRVUV4V0ZsRWVVRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOm1HTkkxVVZHYWxFeU1wQUExWFlEeUE%7C%7C?hl=id","Baru pertama kali nyuci bagasi gak di buka blassssss..kotorrrrr ... Bagasi KLO di buka jelas ketahuan kotor.. q yakin gak di buka blas... Nemeennnn👎"
"Wisata Aer Mata Ibu Arosbaya","https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM","5","akuwi achmad","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tJMWVESmZjemh1UlZjNVRuTXhjMjR5YjBKTWIwRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOkI1eDJfczhuRVc5TnMxc24yb0JMb0E%7C%7C?hl=id","Matap"
"Wisata Aer Mata Ibu Arosbaya","https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM","5","Renny Maharani","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21vMmFIVjZUak5zV1RsUVpsQlJibTFuV0hkWlExRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOmo2aHV6TjNsWTlQZlBRbm1nWHdZQ1E%7C%7C?hl=id",
"Wisata Aer Mata Ibu Arosbaya","https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM","5","Fatur rohman","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25KT05XOVFhV3h5Wlc1cVJYQkJSV290T1dKVVVHYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOnJONW9QaWxyZW5qRXBBRWotOWJUUGc%7C%7C?hl=id","Untuk para peziarah jikalau mau ambil air bisa langsung di sumber nya yg ada di lorong kebawah sebelah kiri, setelah pintu masuk pertama. Kelestarian masih tetap terjaga dan terawat meski pengunjung sekarang tidak seramai dulu."
"Wisata Aer Mata Ibu Arosbaya","https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM","3","Glagla","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT205TWQwMVpSa3BrY0VWUVZqaFdRbDlKZG5SV01rRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOm9Md01ZRkpkcEVQVjhWQl9JdnRWMkE%7C%7C?hl=id","Tempat bagus, tapi pengemis maksa2 bgt. Solusinya jangan ditatap, jgn buka/pegang2 dompet. Abaikan aja"
"Wisata Aer Mata Ibu Arosbaya","https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM","5","MAMA ANA","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21odU0xVlhRVEJXUjBGNWF6SkxkREpJVkZkdVJsRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOmhuM1VXQTBWR0F5azJLdDJIVFduRlE%7C%7C?hl=id","Bulan 12-25-2025 kemaren kesana Tapi sayang saya GK bisa masuk karna halangan 🥺Semoga Klo ada rombongan lagi kesana ikut lagi,masih ingin masuk langsung ke Makamnya 🙏🏻"
"Wisata Aer Mata Ibu Arosbaya","https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM","3","Pudji Waluyo","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1WlRVWXdORFpSWmtkdmJWTmlOMUJLWmtrelRVRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOk5ZTUYwNDZRZkdvbVNiN1BKZkkzTUE%7C%7C?hl=id",
"Wisata Aer Mata Ibu Arosbaya","https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM","5","Sila Basuki","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25adGVURXhTMUJwUkhSbFoxOW1NMFJHYUROZmNXYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOnZteTExS1BpRHRlZ19mM0RGaDNfcWc%7C%7C?hl=id",
"Wisata Aer Mata Ibu Arosbaya","https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM","1","Auliya Ramadhani","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xSUlpVSjNVVUpCVFdsc1FVaEhURFJaZVY5VVQzYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOlRRZUJ3UUJBTWlsQUhHTDRZeV9UT3c%7C%7C?hl=id","tempat nya sebenarnya memiliki sejarah yang sangat menarik,dan sangat disayang kan kurangnya penegasan terhadap pengemis sehingga banyak sekali pengemis sampai menarik baju pengunjung dan memaksa untuk memberikan uang"
"Wisata Aer Mata Ibu Arosbaya","https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM","5","Dwi Yono","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkd1FtZzFSMFp3ZDJaVWJXWlFTVzlsTTNwaVFuYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOldwQmg1R0Zwd2ZUbWZQSW9lM3piQnc%7C%7C?hl=id",
"Wisata Aer Mata Ibu Arosbaya","https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM","1","Frizal Agustiar","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1SVMyVXljRE51WkRGZlRVdHlkRVZIZG1kYWVHYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOk5IS2UycDNuZDFfTUtydEVHdmdaeGc%7C%7C?hl=id","Banyak sekali pengemis di sana mereka minta secara memaksa dan menarik baju pengunjung"
